div_id,categories,subject_tag,subject_label,subject_term,verb_lemma,verb_form,passive,obj_text,obj_tag,sentence
p093v_2,painting,pro,Profession,painters,bring,bring,False,their palette,tl,"makes it die. One needs to layer it two times, & the first very thick, moving the paintbrush by layering it first lengthwise then across. It is better used on canvas, where it is imbibed immediately, than on wood. Varnish returns it to its vigor, because being imbibed, it becomes dark. To assay it, painters bring their palette to the grocers, & temper & alloy it with a little white ground in oil, for in this way, the beautiful shows its turquine vivacity, but the bad is lavender grey. The most delicate is the best for working. It is made finer by washing it."
p094r_1,arms and armor,df,Definition,blades,have,have,False,a sharp ridge,,"The parts of a sword are the rivet, the tail of the sword, what comes next is the ricasso, the rest is the blade. The sides are the edge & the point. Some blades have a sharp ridge, which has one single elevated ridge in the middle & along the whole length, and are easy to break. The other blades are called of three edges or three slopes, which do have a rise in the middle, but it is flat as if it were a sharp ridge, but flattened, and these ones are the sa"
p094r_1,,m,Material,Iron wire,have,has,False,a lower price,,"Some grips are made of silk, dogfish skin, annealed iron wire, threads of gold & of fine & false silver & of velvet. Iron wire has a lower price & is the most durable. Next is the grip of silk, if one does not have the convenience of being close to the sea to procure some dog skin, which is quite convenient. The beautiful skin costs fifty or lx sous & 4 or five dozen grips are made from it. This kind gives a good grip even"
p094r_1,,m,Material,skin,cost,costs,False,fifty or lx sous,cn,"ilk, dogfish skin, annealed iron wire, threads of gold & of fine & false silver & of velvet. Iron wire has a lower price & is the most durable. Next is the grip of silk, if one does not have the convenience of being close to the sea to procure some dog skin, which is quite convenient. The beautiful skin costs fifty or lx sous & 4 or five dozen grips are made from it. This kind gives a good grip even if the hand is sweating. To work it, if it is too hard, one soaks it for one or two hours in not quite lukewarm aquafortis, for if it were too hot, it would cook & spoil the skin. It is sewn with black"
p094r_1,,pro,Profession,Those who create sword guards,create,create,False,sword guards,wp,Those who create sword guards are artisans separate from the furbisher.
p094r_1,arms and armor,pro,Profession,furbisher,buy,buys,False,his blades,,"The furbisher buys his blades by the dozen, which are not fully drawn by the tang because he does this himself to adjust them well to the pommel & guards."
p094r_1,arms and armor,ms,Measurement,dozen,cost,costs,False,x lb,cn,"The furbishers buy them by dozens, the dozen of plain ones commonly costs x lb. The worked piece, 30 sous or depending on its fashion."
p094r_1,arms and armor,wp,Weapon,sword,cut,cut,False,the scabbard,,"round plane, also mounted with two handles, then with a small narrow plane, one hollows & scrapes it half a foot toward the end of the talan, and the shorter the better. Without this scraping, the sword would always cut the scabbard."
p094r_1,,pro,Profession,worker who made the wood piece,make,made,False,the wood piece,pro,"cover & even it. From a good calf skin, viii or 9 or x scabbards can be taken. A workman can easily make vi a day. If they are too thick, one thins them a little with a plane. If the skin is hard, one wets it in lightly lukewarm water, and one does not leave it there for long. Next, the same worker who made the wood piece has to adjust the scabbard to be well made. It is true that for common people, one may well get ones which are ready made, but they are never carried as well. When the scabbard is made & sewn with black thread, one rubs it with a piece of boxwood or with a cloth, having daubed i"
p096v_1,arms and armor,m,Material,ash,heat,heated,False,the guards,wp,"er side, and in this manner, the grey cannot pass too much, unless some hot charcoal touches it. The grey can be done well in the ordinary fire in the fireplace, but there is a danger that it may pass too much & produce filth, which will prevent it from taking color. Blue is obtained as soon as the ash has heated the guards a little, but it is still grey in some places. After blue comes grey."
p097v_1,varnish,m,Material,varnish,have,have,False,body,,"One knows that this varnish does not have body enough when it does not take well on a panel in oil, for it is like water. Therefore, add in pulverized mastic & heat until it is good. This varnish is very white & beautiful, & does not go to your head like that of spike lavender."
p097v_1,varnish,pl,Place,Italians,varnish,varnish,False,their paintings,,"The Italians scarcely varnish their paintings because they layer their paintings very thick, & they are a long time drying on the inside, though on top they make a dry skin & crust."
p098r_2,cultivation;household and daily life,tl,Tool,cord,mark,marks,False,a straight line,,"One needs to work the earth, then make it thinner with the rake. And next, if it is dry, one needs to moisten it. Then, stretch the cord very close, and hit on the entire length of the cord with the back of a pruning knife, in order that the cord marks a straight line, the length of which you will make holes with an iron stake where you will plant your rosemary. Behead & cut to measure, and prune from the bottom up."
p098r_3,metal process;varnish,tl,Tool,head of a nail,soak,soak,False,little,,"they heat it & pass some rosin over the top, which coats it with a shiny skin like varnish. This done, they melt some pure & fine tin in their estamiere, which is a little square iron box. And when the tin is well melted & moderately warm, they throw in rosin to burn the filth, & then they let the head of a nail or something similar soak a little, & having remained there for seven or eight pauses, they take it out and shake it, hitting the top with an iron to make the tin that is superfluous fall off, & clean it with a small stick wrapped in tow. And if it is not well tinned, you will rub it hot"
p100v_1,stones,pro,Profession,common people,make,make,False,emeralds,m,"rick & anything else, and grind everything together again very well in a bronze mortar. And on all of this, put in a gros of sel de verre; & some & the common people put in sandiver that they find at the glassmakers' or apothecaries'. But alkali salt, as you know, is better. In this way, the common people make emeralds & cast in sand. If you do not have a bronze mortar, grind in a kettle of pure copper."
p101r_1,stones,m,Material,ruby,want,wants,False,more time,,"eight of calcined pebbles on three of minium, pestling all separately in a copper mortar for emerald & in an iron mortar for making topaz or amber color, with pestles identical to the mortars. The emerald & the topaz are of the same heat, & for an hour & a half on the fire, for they could burn. The ruby wants more time & more fire & colored with gold leaf. I believe that pumice stone or firestone for the ruby would be better. See the enamels. Try also mixing, in place of pebbles, pieces of colored glass or enamels. If the mass is not colored enough, pestle it more in the iron mortar."
p101v_1,stones,m,Material,ruby,want,wants,False,fire,,"Is made like ruby, with gold, but one does not need such a great fire. The ruby wants fire for a whole day, and if it does not have enough fire, it will only have red veins."
p101v_1,stones,m,Material,rubified antimony,make,makes,False,jacinth,m,One holds that rubified antimony makes jacinth.
p101v_3,varnish,pl,Place,Germans,make,make,False,minium boil,,"The Germans make minium boil well in linseed oil, & to give it the body of varnish, they mix in thoroughly pulverized yellow amber."
p103r_2,medicine,pl,Place,English,have,have,False,grooms,pro,"The English, who caress their dogs a lot for taking care of their livestock, have grooms for them, who particularly hold this office. And melting pitch in water & leaving it to soak, they rub the dogs with that water, or else with water of sublimate."
p104r_2,metal process,ms,Measurement,℥,grind,grind,False,massicot,m,"One ℥ of verdet, ii ℥ of coarse salt & a little sublimate, or else grind massicot with linseed oil, and cover the quite clean & polished blade or iron with it, & let dry in the fire or in the sun, and draw on it what you please. Then, to engrave it & make the water, take a liard's worth of verdet, & put"
p104r_2,metal process,ms,Measurement,℥,grind,grind,False,massicot,m,"One ℥ of verdet, ii ℥ of coarse salt & a little sublimate, or else grind massicot with linseed oil, and cover the quite clean & polished blade or iron with it, & let dry in the fire or in the sun, and draw on it what you please. Then, to engrave it & make the water, take a liard's worth of verdet, & put in twice as much"
p105r_4,,pa,Plant,Almond trees,lose,lose,False,their sap,,"issue, until the beginning of August, and so that the trees are in sap. Almond trees, which by their nature are drier, lose their sap earlier, therefore those who want to graft onto them mericotons, apricots & grafts of trees with pitted fruit, which are the best there, they are grafted in the month of January. Generally trees with pitted fruit, like mericoton peaches, are grafted"
p105v_3,animal husbandry,al,Animal,nightingale,maintain,maintains,False,a territory,,"For trapping them, one needs to observe their nature, the food that they like the best, & the season of their pleasure. The nightingale, as long as it sings, maintains a territory for itself alone. Approach, therefore, making as if searching the ground for something. And taking some worms which come from old meal or from beneath kneading troughs or mills, which it is fond of, put some on your hat attached with a pin or otherwise, i"
p106v_2,casting,m,Material,Plaster,withstand,withstand,False,fire,,Plaster alone does not withstand fire but breaks up into pieces.
p107r_1,casting,m,Material,sand,withstand,withstand,False,the fire,,"after the first cooking & then finely pulverized, and of feather alum, half as much as of the brick, namely two full crucibles of plaster, one of brick & a half of feather alum. There can never be too much feather alum, for this is what gives bond to the sand, and because it does not burn, it makes sand withstand the fire without cracking & bursting. Otherwise, without it, the sand would not withstand it. This sand, thus composed, is proper for all metals, but if you want to use it for gold, one needs more feather alum than the aforesaid composition, and mix in some crocum ferri. For it is this on"
p107r_1,casting,m,Material,sand,withstand,withstands,False,the fire,,"It is necessary that all sand with which you want to cast well, withstands the fire well, that is to say that it withstands a great firing without getting spoiled."
p107r_1,,m,Material,feather alum,resist,resists,False,the fire,,"fat & wooly that it would not pass through it. It is this, with its small soft & thin filaments, which gives binding to the sand in a much more excellent fashion than cloth shearings in the founder's earth of the founders of great works, because these cloth shearings & cloth waste burn and feather alum resists the fire."
p107r_1,,tl,Tool,mold,retain,retains,False,the color,,"ld not diminish the quantity of feather alum a little bit, for it softens the molds with its softness. Once reheated, do not pulverize it on this occasion as fine as said, but leave it as the apothecaries have ground it, for it does not hinder the neatness of the cast & gives more binding. When the mold, having set, retains the color of brick and is reddish, it is firmer."
p107r_1,casting,m,Material,Eau-de-vie,prevent,prevents,False,the sand,m,"Eau-de-vie prevents the sand from becoming porous & does not make little holes on the edges of the mold if the thing to mold is well moistened with it. The holes & blisters & bubbles are not made on the side of the mold, which is thick, but at the edges, which are thinner."
p107r_1,casting,m,Material,Eau-de-vie,prevent,prevents,False,the sand,m,"Eau-de-vie prevents the sand from becoming porous & does not make little holes on the edges of the mold if the thing to mold is well moistened with it. The holes & blisters & bubbles are not made on the side of the mold, which is thick, but at the edges, which are thinner."
p107r_1,casting,m,Material,Eau-de-vie,prevent,prevents,False,the sand,m,"Eau-de-vie prevents the sand from becoming porous & does not make little holes on the edges of the mold if the thing to mold is well moistened with it. The holes & blisters & bubbles are not made on the side of the mold, which is thick, but at the edges, which are thinner."
p108r_2,casting,pro,Profession,those who make pots,make,make,False,pots,tl,"thus one mixes it & reduces it into small stones, purging it of its impurities. Then, one puts it to cook neatly in a earthen vessel in the fornaise of those who make pots, and one leaves it there until the pots are cooked. Next, one mixes it again with sal ammoniac water & one grinds it very well, and one empties the muddy & clean water into a separate vessel. Again, one puts the same water on top & one grinds, & again one puts the muddy water with the oth"
p109r_3,casting;wax process,m,Material,cold water,repel,repel,False,the oil,m,"In order that your mold grips without repelling in any place on a shape or image of wax, you need to anoint it with oil and moisten your sand with lukewarm water, for the cold water would repel the oil more & would not have a good seating on it."
p112r_4,casting,m,Material,eau-de-vie,mix,mix,False,little,,"to cast, make him take through the mouth some good eau-de-vie or else mix a little with the vinegar. And soon it will be dead, without any lesion which deforms it. For large animals, for whom one would need a lot of eau-de-vie, one uses vinegar and urine. But for small ones, only eau-de-vie, which is done sooner. When your animal is dead, take it out &"
p112v_1,casting,m,Material,wax,touch,touch,False,this wax,m,"be subtle & delicate, almost like the thickest strings of spinets. And it is better that they be of iron wire, which is firmer than the one of latten. And if the end of the tail, or the end of a nail or a leg, ought to be joined to the body, do not put the point there, not to corrupt it. But place wax, as much as a grain of millet, between the body & the end of the tail, then with a bit of flattened & hot iron wire, touch this wax & join by lightly pressing. Thus having placed your animal on the cake shaped like a mandore, place all around a circle of the same earth, in this way, b & join everyt"
p113r_1,casting,tl,Tool,bowls of different size which have a lip,have,have,False,a lip,tl,"such that, while reheating, the two casts will unjoin. Therefore, for this effect, take several bowls of different size which have a lip, to cast better. In these, pour some common fountain water, & mix into it as much sal ammoniac water as can be held in an egg, composed as mentioned. If you want to cast in lead or tin, because one would need more for casting gold & silver, the water being in your bowl, put your sand in"
p113r_1,casting,tl,Tool,mold,have,have,False,the same thickness,,"icker than at the top, until everything is filled, up to the mark for thickness that you made. And do not forget to shake the mold while casting, in order that the wetted sand runs & enters well everywhere. Also, tip your mold up on the side of the head, which is higher than the body, and thus your mold will have the same thickness, & you will spare sand."
p114r_1,casting,al,Animal,lizard,have,has,False,large jaws,,"ily. That is to say, widening on the outside, in order that the second mold that you will cast on it can come out well, which even the animal can help with, which is malleable and obedient, being natural. However, be more careful when uncovering the throat of the lizard than with the snake, for the lizard has large jaws & large bones that are not malleable and has hollow ears, where, if the wet sand has entered, it is not easy to release. But you will avoid all of this, if you uncover half of the head and those things that you know do not release well. Once everything is uncovered well, blow on top"
p115v_1,casting,m,Material,tin,exceed,exceeds,False,the lead,m,"If the plant or flower that you want to cast is delicate & fine, it is necessary that the tin exceeds the lead in the mixture, & on the contrary, if it is thick, it is necessary that the lead exceeds. Therefore, for the fine thing, put in some fine tin, not at all the quarter part of lead. And make sure that your mold is hottish, such that you can hold it in your hand when you want to cast."
p115v_3,casting,tl,Tool,molds,have,have,False,their gate,,"After your molds have their gate, vents & clamps, as is said, make at the end of the forge , or in some clean place, a surrounding of bricks, and fill it with large half-lit charcoals. And place your molds on top, and leave the charcoals thus to kindle by themselves for a half hour, so that they heat little by litt"
p116r_2,casting,m,Material,oil,make,makes,False,no thickness,,"Check if they release well. If they do not, fill with wax what does not, and then anoint your images of wax or of lead with olive oil, very thinly & very lightly, such that the oil makes no thickness nor body on the medal. Then, heat a little eau-de-vie, & when it is lukewarm, moisten the oiled medal with it, for if the water were cold, it would reject the oil, it would not sit well on it. Next, cast your sand of plaster, brick, & wet alum on top, having arranged your image o"
p116v_2,casting,ms,Measurement,cool until you can hold the tip of your finger in the gate without burning yourself,hold,hold,False,the tip,tl,"ce, only if there is nothing to burn inside. But if it is for plants, flowers, & animals to be burnt, one needs to reheat it two times, however not as much the second time for lead & tin as for silver & gold. For for these, they ought to be red when you cast, but for lead and tin, let it cool until you can hold the tip of your finger in the gate without burning yourself, but you find a lukewarm heat."
p118v_1,casting,tl,Tool,bottle in which one boils tisane,boil,boils,False,tisane,m,"her alum mixed throughout, which binds it, would not pass, but I ground finely upon marble what seemed to me too coarse. And having prepared it thus, I moistened it with sal ammoniac water, made of sal ammoniac, as much as two walnuts, in a bottle of common water, the same size as a bottle in which one boils tisane, or in a good pot of water, so that you find the water moderately salty. I mixed throughout half a glass of sal ammoniac, two silver spoonfuls of eau-de-vie. Having thus moistened the sand in such a fashion that it gives a good hold, nevertheless coming apart easily, I sprinkled my med"
p118v_1,casting,tl,Tool,frame,take,take,False,the imprint,,", to rid it of oil and all other grease, which are necessary to avoid, for they would hinder a good release. I blew on my medal & molded it, and the female part of the frame once filled, I marked & made a line on the reverse & edge of the medal & on the nearby sand as well. In order that the second frame take the imprint thereupon to denote the place for making the cast, I uncovered the outline of the medal and pounced the whole side with pulverized charcoal, and then filled the male part with sand. I separated the frame and did not hit the corners of the medal to make it release, because that knoc"
p119v_1,casting,tl,Tool,pestles,make,makes,False,little balls,,"It is found in earth in Germany, the color of cooked plaster, made of long filaments, very soft to handle. And because it is mixed with earth and filth, one pestles it coarsely & one makes little balls, having for this purpose soaked it in sal ammoniac water of such a composition that you were told above. One places these balls to reheat in the fire of the fornaise of the potters, then one soaks it again in the same water. The earth and the coarseness and filt"
p119v_2,casting,m,Material,gold,have,has,False,the thickness,ms,"our animal and lizard or other thing with billon silver, & it will come out very neat. But take heed to mold it hollow, or at least leave a small hole in its mouth or in another place. Next, gild it with fine gold, as uniform as it will be possible for you, three or four or five times, & until your gold has the thickness of a piece of paper or something similar, & all the scales will always show equally. Next, put it in good aquafortis, which, by this hole, will corrode the billon, & the gold will remain hollow & light & wonderful."
p120v_6,preserving,tmp,Temporal,"out of season, when winter denies flowers",deny,denies,False,flowers,tmp,"This is a rare secret, & which gives pleasure for adorning tables, rooms & cabinets out of season, when winter denies flowers. Take heed, therefore, to pick them when they are in full vigor & growing. For if you were to take them when their season is past or when they are starting to wilt, they would not keep. Having thus chosen them, therefore, take sand, the leanest & driest you can find, which should be"
p120v_6,preserving,m,Material,sand,make,makes,False,dust,m,"Flowers are also kept in their same beauty in distilled vinegar in a well sealed vessel which does not allow any wind, which should be well sealed with wax & mastic. Carnations & roses, the residue of common vinegar makes them rot. If the sand makes dust, & clings to the flowers, & is not easily removed with a paintbrush, it is no good. The leanest is the best."
p121v_1,casting,ms,Measurement,part,reheat,reheated,False,feather alum,m,"You need to arrange your animals as said and compose the same sand out of 4 parts of plaster, of two parts reheated brick, & one part reheated feather alum, and mix it well. Then, having been prepared thus, and you wishing to mold it, take the three parts of an earthenware bowl, from which the peasants eat their soup, of the aforesaid sand, & add to it pure feather alum, reheated & pulverized in the mortar, as much as you can tak"
p121v_1,casting,pro,Profession,peasants,eat,eat,False,their soup,ms,"You need to arrange your animals as said and compose the same sand out of 4 parts of plaster, of two parts reheated brick, & one part reheated feather alum, and mix it well. Then, having been prepared thus, and you wishing to mold it, take the three parts of an earthenware bowl, from which the peasants eat their soup, of the aforesaid sand, & add to it pure feather alum, reheated & pulverized in the mortar, as much as you can take with 4 fingers and the thumb, or a small double handful. Then, mix well & wet with a little sal ammoniac & the rest of the common water, & stir it with your spatula so"
p121v_2,casting,pro,Profession,goldsmiths,know,knew,False,the substance,,"If the goldsmiths knew the substance to make silver run in their works, they would buy much of it. Some buy it five sous for a denier."
p122v_2,casting,m,Material,Wax,keep,keeps,False,its heat,,"Wax on its own cools too quickly & does not run well everywhere, & tallow keeps its heat well & runs everywhere, but on its own it is not good. But when wax & tallow are mixed, the work is all the better. Crayfish & other small animals can easily be molded hollow for the body, but as for the legs, it w"
p123r_1,metal process,pro,Profession,Goldsmiths,sell,sell,False,a denier,ms,"Goldsmiths who have knowledge of this substance sell a denier of it for five sous to other goldsmiths, & especially to those who work in plate and large wares, for at the end of their works, they can solder over the first solder by means of this mixture. In general, all those who want to mold & cast something"
p124v_1,painting;metal process,m,Material,Gold,render,renders,False,the enamel,m,"Fine gold is opposed to it, for on it, it remains yellowish. But alloyed gold is more appropriate for it, such as that of écu & pistolet. Gold , with its own pale color, renders the enamel a dead color. And for this occasion, once cut, one puts it back on the fire to give it a reddish color, to make the enamels beautiful. Otherwise, they are matte."
p124v_2,casting,m,Material,gold,reach,reaches,False,its perfect heat,,"When gold reaches its perfect heat, it is green like an emerald."
p124v_3,casting,m,Material,metal,run,run,False,roll wax,m,"Because you always have to make the gate by the tail, and because it is so delicate and thin that the metal would run with difficulty, especially when it is curled, roll wax in little threads of this thickness and apply some with the hot iron wire, as is said, one at the end of the tail & the others, that are applied in the same way, from one side of the tail to the other, as you see depicted. But take h"
p125v_1,casting,al,Animal,snakes,have,have,False,a double row,,"ig's snout, big jowls, the eyes very close to the snout, and the mouth wide open, where it has double canine teeth on each side, all coming out of a strip of flesh that covers and clothes them. It also has, in the throat, a tube of flesh, made like a dog's penis, from which comes its stinger. Other snakes have a double row of teeth."
p126v_1,casting,m,Material,vinegar,have,have,False,much more strength,,"it boil with large bubbles on the rust, as if it were on the fire; on the filings, it does not boil unless it is put on the fire or hot ashes. However, when the filings are passed through vinegar, & you have made it evaporate & heat up, & it is very red, if you do this again for a second time, the vinegar will have much more strength, & the crocum will only be finer for it, & redder. Those who use it to cast in gold buy the ounce for forty or fifty sous."
p126v_2,casting,m,Material,wood,imbibe,imbibe,False,very hot wax,m,"You can mold with it as large a piece as you please. But if you take your molds from large works & pieces of wood, it will not release well unless you make your wood imbibe very hot wax. For the wood absorbs & drinks & in this way attracts the plaster. You can assume the same thing for any other large piece of work. But the cure is to saturate with very hot wax the work on which you want to cast your plaster. For by this means, it will not drink it up & will re"
p128r_1,casting,tl,Tool,crucible,give,gives,False,some vapor,,"Wanting to melt, always put for these two metals a small stone of pulverized borax at the bottom of the crucible & the gold and silver on top. This makes it so that if the crucible gives off some vapor or sour fumes, it will not impair these two metals. For gold in particular, this is good."
p128r_1,,m,Material,alloyed silver,produce,produces,False,film,,"All alloyed silver produces film, and all other metal as well."
p129r_1,painting,m,Material,oil,take,takes,False,a long time,tmp,"If you are in a hurry, it would be better to mix your color with a not-too-thick gum because oil takes a long time to dry and runs if it is layered thinly, as the plants require. And if you still want it done promptly, temper your color with glair beaten with peelings of the fig tree, and your work will soon be dry. But layer it thinly."
p129v_1,preserving;decorative;casting,ms,Measurement,"hot enough, like when one takes out the bread",take,takes,False,the bread,m,"Note that one needs to give them their shape & put them in the sand, as with flowers, & promptly dry them in the oven, which is hot enough, like when one takes out the bread. And it should stay there a day & a night in order that it is dry, for otherwise it would be smelly. However, take heed that the oven not be too harsh, but rather like the heat of the sun in June, otherwise the animals cook. Once dry, do not wet them, but clean them with a paint"
p131v_1,casting,sn,Sense Term,"of such a heat that you can handle it without harm, or that you can keep your finger in the gate without burning yourself",keep,keep,False,your finger,bp,", for the lead, being fatty & weighty, carries more. From this alloy, I cast a large lizard like a natural one. In thick things, which keep their heat a long time, if there is little tin, it makes it porous. Your mold must not be cold, but of such a heat that you can handle it without harm, or that you can keep your finger in the gate without burning yourself. It is also necessary that your lead or tin be as if red. Melt first the lead & then the alloy of tin on top. And as you want to cast, put a piece of rosin & then a little looking-glass tin. If you put too much lead into the tin, it does not"
p134v_1,metal process;casting,m,Material,borax,weigh,weigh,False,half,ms,"Verdigris & sal ammoniac, as much of one as the other, borax & saltpeter, as much of one as the other. But the borax & saltpeter together must only weigh half of the others, that is to say, as much together as the verdigris. Grind them finely into powder on marble, then grind them again with some good strong vinegar until it is fine, like a couleur and verdet ground in oil. Next, leave it to dry on its own, if yo"
p135v_1,casting,m,Material,smokes,put,put,False,some more borax,m,"hout moving it from its place and without interrupting the blowing, make it lean toward you in order to see well inside. Throw in it the size of a bean of borax, & blow inside in jolts with the small bellows. But if there is charcoal inside, blow a little stronger to make it go out. And if the gold smokes & swirls, put some more borax in and blow on top, making sure that, if it is still brittle & not softened enough, it does not cover itself when you blow, as if it had cooled. But if it does not make this sign, it is soft enough. At that point, blow very strongly in order to heat it well, and as you"
p136r_1,casting;metal process,pro,Profession,Goldsmiths,scrape,scrape,False,gold leaf,m,"Goldsmiths scrape gold leaf with the brim of a burin, & then set the enamel down on it."
p136v_1,casting,m,Material,latten from skillets in which one makes the mush for little children,make,makes,False,the mush,m,"The latten from skillets in which one makes the mush for little children, which is soft, is appropriate for the cast. Some say that German tokens contain a lot of calamine. However, as they are thin, the calamine exhales out when melting them, as it does in all remelted latten, which, through melting again, would return to red. However"
p136v_1,casting,m,Material,German tokens,contain,contain,False,a lot,,"The latten from skillets in which one makes the mush for little children, which is soft, is appropriate for the cast. Some say that German tokens contain a lot of calamine. However, as they are thin, the calamine exhales out when melting them, as it does in all remelted latten, which, through melting again, would return to red. However, fresh calamine & on its own, put again on melted latten, makes it run & cast neatly, because the one that"
p136v_1,casting,pro,Profession,Casters,take,take,False,that very yellow latten,m,"This metal is very fanciful to cast because of the calamine smoke, and one ought not to leave it rest even a little bit outside the fire, like some do with silver, for it is immediately cold when it feels the air and the wind. It always leaves some type of tail, like glass, when you cast it. Casters do not usually take that very yellow latten, because of the calamine passed through the fire. But when wanting to cast red copper, they yellow it either with fresh calamine or with prepared tutty. Wanting to cast, one purifies it well of charcoal with a stalk of copper or iron, and one covers it wi"
p137r_2,casting;metal process,pro,Profession,Founders of large casts for statues,throw,throw,False,much tartar,m,"Founders of large casts for statues throw in much tartar to clean it of its filth & nastiness, & much sal ammoniac to render it thin & neat. And when they want to cast, they put in much tin. The cold & humidity strongly disagrees with it, which renders dangerous the work of the founder, for one only needs a"
p137v_1,casting,sn,Sense Term,of such heat that you cannot hold your finger there without feeling strong heat,hold,hold,False,your finger,bp,"takes without refusing the oiled thing, one heats the water well for tempering the sand, for with cold water it would refuse. Medals are oiled because they are not malleable & thus could break the mold. And animals, which are malleable, do not want to be oiled. Hot water should be of such heat that you cannot hold your finger there without feeling strong heat. Temper your sand thicker for flat medals & solids than for lizards & fine things. Your sand having set, clean & scrape your mold on one side & the other, & make a notch at the foot & the border of the medal on the side of the gate, in order"
p137v_1,casting,m,Material,grey earth,dry,dries,False,the mold,tl,"One ought not to mold on brick or wood because they drink & attract water too soon, and do not allow the sand to set. It would never be better than on a fresh clay slab. Yet, I have experienced that grey earth dries the mold too soon. The yellow is better."
p138v_2,casting,tl,Tool,things that withstand the fire,withstand,withstand,False,the fire,tl,"When goldsmiths have something to solder promptly and do not have leisure to forge it, they melt some gold and then throw it on a cloth or other things that withstand the fire, and they flatten it immediately with a hammer or similar thing. And it ends up very thin & even receives the impression of the cloth."
p139r_1,casting,sn,Sense Term,until you can hold your finger without harm in the hole of the gate,hold,hold,False,your finger,bp,"The alloy that I have put in use for lizards & snakes is two ℥ of fine tin for one lb of new & unadulterated lead. The mold is made of the aforesaid sand, common to all metals; when it is reheated let it cool until you can hold your finger without harm in the hole of the gate. As for lead, one melts it in a crucible in the fire, with bellows, until the crucible & the lead are red. When it is in this state, purge it of charcoal, either with a scraper made for this purpose or with the wind of the little bellows. Th"
p139r_1,casting,ms,Measurement,"Test for this effect with paper. If it turns the paper red, it is enough, it is good to cast, but if it blackens the paper, it is too hot.",turn,turns,False,the paper red,ms,"Note that if you want to cast them in cuttlefish bone, they ought not to be very hot because they will burn the cuttlefish bone. Test for this effect with paper. If it turns the paper red, it is enough, it is good to cast, but if it blackens the paper, it is too hot."
p139r_1,casting,ms,Measurement,"Test for this effect with paper. If it turns the paper red, it is enough, it is good to cast, but if it blackens the paper, it is too hot.",blacken,blackens,False,the paper,m,"Note that if you want to cast them in cuttlefish bone, they ought not to be very hot because they will burn the cuttlefish bone. Test for this effect with paper. If it turns the paper red, it is enough, it is good to cast, but if it blackens the paper, it is too hot."
p139v_1,casting;wax process,m,Material,charcoal,give,gives,False,color,,"Take some white wax, which is more appropriate for this work than anything else because it is firmer & does not leave as much filth, as much as you need to mold the animal that you propose, & no more, and half as much charcoal, pestled & finely passed through a linen or a sleeve. The charcoal gives color and body to the wax, which would otherwise be transparent & the features would not be seen as well. Therefore, put your wax to melt in the charcoal fire. And when it will be well melted & liquid, take, for a bowl with handles full of melted wax, as much sulfur as a large walnut. Pulveri"
p139v_1,casting;wax process,m,Material,wax,pass,passed,False,its high heat,sn,"when it is as liquid as water, throw it in the wax that you have removed from the fire. And mix & always stir the one & the other, in order that they mix well. Next, mix in, always stirring & in several goes, the aforesaid pulverized charcoal . And as it will be well incorporated, take heed if your wax has passed its high heat, which you will recognize when it no longer smokes, when it makes large tracts pulling at the edges, & motionless & close one to the other. For, if you were to cast too hot, you could not separate your wax from the mold, & it would set in the cast. When it is in this good s"
p139v_1,casting;wax process,sn,Sense Term,"water so hot, that, at the beginning, you cannot hold your finger in it",hold,hold,False,your finger,bp,"il your mold is full. As for the mold which is of white plaster, pulverized & reheated as for previous sands, you should make it well in advance, for it serves several times. But before you use it, soak it for a good hour in cold water & for at least as long in water so hot, that, at the beginning, you cannot hold your finger in it. And take heed that it does not imbibe more, but rather that it shows itself to be very wet everywhere, without the water being imbibed in it. And, removing it from the hot water, closed, cast your wax in such a state of heat as has been said. And neither the first nor"
p139v_1,casting;wax process,m,Material,wax,have,has,False,more,,"Cut down the protuberance of the gates, in order that they are smooth & that the wax has more of the silver to run in one go without turning around in the folds of the snake."
p140v_3,casting,sn,Sense Term,I could hold my finger to it without burning myself,hold,hold,False,my finger,bp,"rubbed with eau-de-vie my medal. I made my gate ample at the entrance, becoming narrower up to the medal, which was very thin. I notched the gate which embraced well the medal. I dried the mold well on a slow fire &, at the end, heated it well without reddening it. I let it cool in such a way that I could hold my finger to it without burning myself. I made an alloy of 4 ℥ of tin & six deniers of lead. I cast red, and it came out well. Next, I put in for 4 ℥ of tin, xii deniers of lead; it came out very well."
p141r_1,,al,Animal,crayfish,have,has,False,eggs,,"mals that have hair or feathers, it is necessary that you anoint them with olive wheat oil, which is quickly dry & which will keep the hair flat & spread out. Thus, you will have the form of your animal and the hair will also show, but made wavy, and this is something which can be repaired. If your crayfish has eggs, which are delicate and which would be awkward to uncover without breaking, you would do better to make the first cast on the belly & eggs, in order that you only need to uncover the back, which is hard & easy to handle. And the belly & the eggs will remain in the mold, and one will need t"
p141r_1,,al,Animal,crayfish,have,has,False,no eggs,,"If your crayfish has no eggs, mold the back on top & the belly on the bottom. You can give it some."
p142v_3,casting,m,Material,lean earth of which the founders of artillery & bells make their trusseaulx and molds,make,make,False,their trusseaulx,m,"I have not found one that is made more quickly than this one, nor better. Take this lean earth of which the founders of artillery & bells make their trusseaulx and molds, which is lean & sandy. Temper it moderately like a very thick mortar. Mix in it about half horse dung, & then have it beaten well. Next, mix in a third part of discarded cloth waste or shearings of cloth, and beat it again quite strongly. You ca"
